lunyoro,english,domain,pos,letter
akanyanaka,type of mushroom,General,noun,A
akanyangaro,whistle made with closed hands to call somebody,General,noun,A
akanyansooro,small white mushroom,General,noun,A
akanyarabudidi,small inedible grasshopper with long antennae,Common Animals,noun,A
akanyuunyambuzi,yellow oxalis,General,noun,A
akapiira,"small ball, condom",General,noun,A
akapimpina,chameleon,Common Animals,noun,A
empipina /enyapimpina,misfortune curse grumbling,General,noun,A
akaronkoronko,trait of weakness,General,noun,A
akarorwaho,"sign, symbol",General,noun,A
akamanyiso /akarugu,"hidden side,corner in the house",General,noun,A
akarumanfuuzi,tiny biting fly,General,noun,A
akasale,a comma,General,noun,A
akasanuruzo,"comb, hair brush",General,noun,A
akasarre,"danger, difficulty",General,noun,A
akasasamaro,"greatcommotion, confusion",General,noun,A
akasaso,one bad luck after another,General,numeral,A
akasekende,shaker,General,noun,A
akasero,act of commenting too much on something good such that it starts suffering from negative effects,General,noun,A
akasigo,seed,General,noun,A
akasiihirra,having great desire for something,General,noun,A
akasiira,complete darkness,General,noun,A
akasiisira,make shift hut,General,noun,A
akasinsimizi,tiny flying insect common where banana wine is being brewed,General,noun,A
akasondaburo,epiglottis,General,noun,A
akasondokoraine,looking for ways of quarreling with someone,General,noun,A
akasolya,tip of a roof,General,noun,A
akasonga,tip of something,General,noun,A
akasoono,"enticement, persuasion",General,noun,A
akasoonooki,morning sunshine,General,noun,A
akasumi,"time, season",General,noun,A
akasungu,a straw of grass,General,noun,A
akasuraigana,plant used as a broom or herbal medicine,General,noun,A
akaswa,small anthill,Common Animals,noun,A
akataama,small sheep,Common Animals,noun,A
akatahyo,small calabash container with a handle used forj drinking water,General,noun,A
akatale,market,General,noun,A
akatambaara,handkerchief,General,noun,A
akatiiko,newly found excitement,General,noun,A
akatimba,"net, wire mesh",General,noun,A
akatogo,a mixture of one type of food cooked with sauce,General,noun,A
akatongo,"a thicket, small forest",General,noun,A
akatoonyezi,"a dot, full stop",General,noun,A
akatunda,small passion fruit,General,noun,A
akatunguru,an onion,General,noun,A
akatuzi,small mushroom,General,noun,A
akatwetwe,a peak of a hil,General,noun,A
akatyabiri,"a type of mushroom,dark coloured",Common Animals,noun,A
akawaiduuru,a small bird that rises suddenly from the ground with loud whirring,Common Animals,noun,A
akawamuje,squirrel,Common Animals,noun,A
akazingo,chronic,General,noun,A
akeefubo,isolated place in a house,General,noun,A
akeejwiso,a woman's continuous bleeding not occurring during her normal menstruation period,Health & Medicine,noun,A
akeemanyiizo,uncalled for familiarity,General,noun,A
akeerinzo,something for emergency,General,noun,A
alifu,alphabet,General,noun,A
alipoota,report,General,noun,A
amaani,"strength,authority, violence, force",General,noun,A
amabaale,stones,General,noun,A
amabega,shoulders,General,noun,A
amabeho,fresh air,General,noun,A
amabingo,"reeds, elephant grass",General,noun,A
amacalya,"savouries, delicacies",General,noun,A
amacande,sesame,General,noun,A
entungo,sesame,General,noun,A
amacu,"asthma, bronchitis",Health & Medicine,noun,A
amacumu,spears,General,noun,A
amacumu g'Omukama,the king's brave and faithful men,Military,noun,A
amacunda,churned milk,General,noun,A
amacwacwa,"cunning, craft, wisdom",General,noun,A
amacwanta,"saliva, spittle",General,noun,A
amadaara,"ladders, steps",General,noun,A
amadinda,pleats,General,noun,A
amadoli,eyes,General,noun,A
amadudu,large poisonous plant with white trumpet shaped flowers and spiny,General,noun,A
amaduli,hemp seed,General,noun,A
amafakubi,"faeces, excrement",General,noun,A
amagaga,difficulty,General,noun,A
amagana,"hundred(100), wealth",General,noun,A
amaganga,urine of cattle,Common Animals,noun,A
amaganya,grief,General,noun,A
amagara,"health, strength, life",General,noun,A
amagaro,overflowing grains,General,noun,A
amagaruka,return journey,General,noun,A
amagenda,"going, an outward journey",General,verb,A
amagesa,reaping,General,noun,A
amagezi,wisdom,General,noun,A
amagita,"a oil, fat, ghee, butter",General,noun,A
amagoba,profits,General,noun,A
amagonjo,a deserted piece of land,General,noun,A
amagosi,testicles,General,noun,A
amaguli,large granaries,General,noun,A
amagunga,milk of a cow which is about to go dry,Common Animals,noun,A
amahaiga,"season for reaping or digging out potatoes, cassava",General,noun,A
amahanga,nations,General,noun,A
amahano,wonders,General,noun,A
amahasa,a ritual to cleanse the twins,General,noun,A
amahembe,horns,General,noun,A
amahukya,a type of millet with light colour,General,noun,A
amahuli,eggs,General,noun,A
amahumbuuka,"Easter Sunday, Resurrection of Jesus Christ",General,noun,A
amahunge,Northwest wind,General,noun,A
amahunde,Sing: ihunde. 1) crown: a circle of flowers or leaves worn on the head especially as a sign of victory or as an award. 2) a garland made of gold and decorated with jewels worn by kings and queens on the head. 3) something beautifully decorated,Mathematics,noun,A
amahurre,news,General,noun,A
amahurru,small royal drums,General,noun,A
amaibaibane,put somebody in a situation of uncertainty,General,verb,A
amaijaleero,creeper with edible seeds like beans,General,noun,A
amaijukuru,"jokes between elders and younger people, especially of the level of grand children",General,noun,A
amainaro,1) poverty 2) bad omen. 3) bad luck,General,noun,A
amairu,intense desire,General,noun,A
amaiso,"eyes, face",General,noun,A
arnaizi,"water, anyn liquid that is watery with no specific name",General,noun,A
amajabali,"frayed, jagged edges",General,noun,A
amajagaate,hair,General,noun,A
ahya,to drive from lair,General,verb,A
amajahya,"decoration, adornment, exaggerations",General,noun,A
amajenjeka,to tie loosely,General,verb,A
amajooba,"red stitching, embroidery",General,noun,A
aka,"particle e for nouns,2.to be in operation",Health & Medicine,particle,A
arnaka,"homes, homestead",General,noun,A
amakamba,"latex, sap that is sticky",General,noun,A
amakamo,"curdled milk, junket",General,noun,A
amakara,charcoal,General,noun,A
amakatara,"set task, piece of work to be finished within a stipulated period of time",General,noun,A
Ake,"prefix for nouns ,the stems of which begin with the vowel",General,particle,A
Akiiki,pet name usually given to a male or female child by pareot,Culture And Tradition,noun,A
akiirra,"to answer, reply",General,verb,A
amakebe,fat cheeks,General,noun,A
amakendu,waist,General,noun,A
amakerre,wild strawbberries,General,noun,A
amakire,illness of women caused by sexual excess,General,noun,A
ako,"for nouns in cl.12, and for things in mind",General,noun,A
amakondere,"insects with beautiful voices. Sing:eikondere, or music instrument",General,noun,A
amakongora,a kind of thorn bush,General,noun,A
amakooti,round shoulders,General,noun,A
amakune,hospitality,General,noun,A
amakura,disease of goats and sheep,Common Animals,noun,A
akuura,"lo take an offered thing in the hand ,accept",General,noun,A
amakuura,in footmall,General,noun,A
amakuru,"news, meaning, sense, interpretation",General,noun,A
amakutu,short cut,General,noun,A
amakuuma,round shoulders,General,noun,A
amakuumuule,rudeness,General,noun,A
amalebe,water lilies,General,noun,A
amalegyo,a areas of a swamp where one can easily sink,General,noun,A
amalengo,illness of one who is bewitched,General,noun,A
amalere,fern,General,noun,A
amaligisa,"over doing, exaggeration",General,noun,A
amalyo,"cunning, craft",General,noun,A
amambukiro,"ford, landing site",Transport,noun,A
amamburwiga,"swelling of the cheeks, mumps",Health & Medicine,noun,A
amya,"to mention name of dead person, speak cornfully of the dead",General,verb,A
amamya,millet soaked in water to make it germinate,General,noun,A
ana,"to bear, produce fruit; grow thin and weak(child)",General,verb,A
anamira,to pay a friendly visit in the evening,General,verb,A
andaara,"to trail along the ground; be idle, loiter",General,verb,A
andabana,to be exhausted,General,verb,A
andakaarra,"to be scattered about, in disorder;be tired out, exhausted",General,verb,A
andakaraza,"to scatter, exhaust",General,verb,A
andamira,to sit mourning a long time; pay a call at night and sit chatting,General,verb,A
anduza,"tobe very tired, worn out",General,verb,A
amanambo,old mines,General,noun,A
amananu,truth,General,noun,A
amanda,"hot charcoal, coals, charcoal",General,noun,A
amanduguya,mumps,Health & Medicine,noun,A
amaneera,larvae of carrion and other flies,Biology,noun,A
amankinda,honey with crumbs in it,General,noun,A
amankutiza,"saliva that collects as result of a desire to eat something, salivating",General,noun,A
amankwaha,armpits,General,noun,A
amanogo,tunnels made by termites,General,noun,A
amanono,claws of an animal,General,noun,A
amansinda,"the sweet yellow substance in a honeycomb, nector",General,noun,A
amanyaali,semen,General,noun,A
amanyaanungi,"swindle, pretending to be good",General,noun,A
amanyazi,"damp , cold",General,noun,A
amanzamba,cartridge bolt,General,noun,A
atnara,"bowels, small intenstines",General,noun,A
amaraka,"voices, throat, larynx",General,noun,A
amarali,"squint, cross-eyes",General,noun,A
amarambi,the foot of a bed,General,noun,A
anga,"to say no, deny, refuse",General,verb,A
angaarra,to be left friendless,General,verb,A
angana,divorce,General,noun,A
angangana,to bate each other,General,verb,A
angasana,to shine,General,verb,A
anguha,to be quick,General,verb,A
anguhiirra,"to be easy, quick light",General,verb,A
anguhiriza,"to do too quickly, do carelessly, rash",General,verb,A
anguhya,"to hasten , accelerate",General,verb,A
angura,touse (a pot) for the first time,General,noun,A
aniirra,"togroan, moan (as dying person)",General,noun,A
anika,to spread out on the ground,General,verb,A
anikiriza,her mother spread tbe bedding under the sun,General,noun,A
aoikiriza,to dry slowly,General,verb,A
anisa,"to make, to bear(fruit)",General,verb,A
anjara,to spread out,General,verb,A
anjuka,"to be lascivious, licentious",General,verb,A
anjura,"to make lascivious, licentious",General,verb,A
anjurukuka,forge,General,noun,A
anjuurra,to open (book),General,verb,A
anuka,to become lean or wasted,General,verb,A
anura,"to ake out of the sun, take in from drying;make thin, diminish; hasten the business of",General,verb,A
anuukura,"to answer, reply, take an offered thing in the hand",General,verb,A
anziira,"to dawdle, idle; wail (many people)",General,verb,A
anzika,"todisembark, go aground (boat); embark,push off",General,verb,A
Apuuli,pet name given to a male child by bis parents at birth,Culture And Tradition,noun,A
ara,"to spreadout, lay out (beds, etc.), make the bed",General,verb,A
Araali,pet name given to a male child by his parents at birth,Culture And Tradition,noun,A
araara,"to question deceitifully, provoke",General,verb,A
arra,to be level,General,verb,A
aruka,"to spring up (grain, etc. just appearing)",General,verb,A
arura,to take(hen) outside after chickens are hatched,Common Animals,verb,A
aruurra,"to take up (mats), take off (coverings)",General,verb,A
anva,"to be spread, furnished",General,verb,A
