source,english
bt_remaining_candidates.csv,"[GENERAL] piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, piece of meat, etc."
bt_remaining_candidates.csv,[GENERAL] he found him sending him away empty-handedly and brought him to the 11th
bt_remaining_candidates.csv,"[GENERAL] grow fat, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up, be choked up."
bt_remaining_candidates.csv,"[GENERAL] nyanyahi, o-, n. cl. 11, (pl. nil)"
bt_remaining_candidates.csv,[GENERAL] The goods are sold in the market.
bt_remaining_candidates.csv,[AGRICULTURE] soil is a waste of crops.
bt_remaining_candidates.csv,[MEDICAL] redness is a dreaded disease
bt_remaining_candidates.csv,[GENERAL] The water in the basin is fighting against the enemy.
bt_remaining_candidates.csv,[GENERAL] I want to buy a pair of shoes.
bt_remaining_candidates.csv,[GENERAL] The same trap is to be removed.
bt_remaining_candidates.csv,[GENERAL] To break into pieces does not break into pieces.
bt_remaining_candidates.csv,[GENERAL] The messengers are men of action.
bt_remaining_candidates.csv,[GENERAL] f matter is too hard to start or you have no friends
bt_remaining_candidates.csv,[GENerAL] So Jesus ran down and welcomed him gladly.
bt_remaining_candidates.csv,"[GENerAL] But Jesus knew what they were saying,"
bt_remaining_candidates.csv,[EDUCATION] and to be praised by the people who belong to the tribe of Levi.
bt_remaining_candidates.csv,[GENERAL] For the priesthood has been made clean.
bt_remaining_candidates.csv,[GENERAL] The grace of the Lord has been poured out on you.
bt_remaining_candidates.csv,"[GENerAL] He wrote a letter to them, saying,"
bt_remaining_candidates.csv,[GENERAL] No one is looking for God
bt_remaining_candidates.csv,[GENerAL] For he has brought salvation to his people and to those who have been saved.
bt_remaining_candidates.csv,"[GENerAL] They followed him, and when he put the coins out of the money."
bt_remaining_candidates.csv,[GENerAL] He heard them and thought that they were giving him something.
bt_remaining_candidates.csv,"[GENerAL] He left everything, got up, and followed him."
bt_remaining_candidates.csv,"[RELIGIOUS] That is what you have done, and you will teach."
bt_remaining_candidates.csv,[GENerAL] He gave gifts to the people.
bt_remaining_candidates.csv,[GENERAL] Pilate took Jesus and had him whipped.
bt_remaining_candidates.csv,"[GENERAL] To grow in love, God."
bt_remaining_candidates.csv,[MEDICAL] The Samba are planting
bt_remaining_candidates.csv,[GENERAL] praise the Lord at all times
bt_remaining_candidates.csv,[GENERAL] The Lord bless you
bt_remaining_candidates.csv,[MEDICAL] You have a dream
bt_remaining_candidates.csv,[MEDICAL] Think carefully about it
bt_remaining_candidates.csv,[MEDICAL] give me oil and myrrh
bt_remaining_candidates.csv,[MEDICAL] The sower went into the field
bt_remaining_candidates.csv,[GENERAL] the student wants to learn mercy
bt_remaining_candidates.csv,[GENERAL] We have been sitting in the meeting hall
bt_remaining_candidates.csv,[GENERAL] We are going to grow crops for the year
bt_remaining_candidates.csv,[GENERAL] There is a gift of the Lord
bt_remaining_candidates.csv,[GENERAL] We are making a learning plan
bt_remaining_candidates.csv,[GENERAL] We all learn manners
bt_remaining_candidates.csv,[GENERAL] The teacher teaches children manners
bt_remaining_candidates.csv,[GENERAL] We teach students about the history of the world
bt_remaining_candidates.csv,[GENERAL] People grow crops in the soil
bt_remaining_candidates.csv,[EDUCATION] The pastor built a new church
bt_remaining_candidates.csv,[GENERAL] Respect Him Will you reject God
bt_remaining_candidates.csv,[GENerAL] And he forgave all who had forgiven them
bt_remaining_candidates.csv,[GENERAL] The man is able to explain the Law
bt_remaining_candidates.csv,[GENERAL] The woman learns to make baskets
bt_remaining_candidates.csv,[GENERAL] The plant is pleasing to the soil.
bt_remaining_candidates.csv,[GENERAL] Eating helps me to call animals.
bt_remaining_candidates.csv,[GENERAL] The crops are harvested.
bt_remaining_candidates.csv,[GENERAL] The soil is fertile and productive.
bt_remaining_candidates.csv,[MEDICAL] Nor did you sit on your bed.
bt_remaining_candidates.csv,[GENERAL] Plants come from the soil.
bt_remaining_candidates.csv,[GENERAL] A tractor is used for digging.
bt_remaining_candidates.csv,[GENERAL] The grains of food are good for the fish.
bt_remaining_candidates.csv,[GENERAL] Farmers do not stop planting.
bt_remaining_candidates.csv,[GENERAL] Pigs feed on food crops.
bt_remaining_candidates.csv,[MEDICAL] I help both of you
bt_remaining_candidates.csv,[MEDICAL] The mother sits on the floor
bt_remaining_candidates.csv,"[MEDICAL] Please forgive me, sir."
bt_remaining_candidates.csv,[MEDICAL] I swear that I haven't done it.
bt_remaining_candidates.csv,[MEDICAL] I hope to help you.
bt_remaining_candidates.csv,[MEDICAL] I will not take this man away from me.
bt_remaining_candidates.csv,[GENERAL] The farmers wear boots and eat them.
bt_remaining_candidates.csv,[GENERAL] The Abanyoro and Batooro are farmers.
bt_remaining_candidates.csv,[GENERal] The worms are a destructive crop.
bt_remaining_candidates.csv,[GENERAL] The cow is used to sow grain.
bt_remaining_candidates.csv,[GENERAL] A large bundle of flour is used for reading.
bt_remaining_candidates.csv,[GENERAL] A crop specifically grown for digging.
bt_remaining_candidates.csv,[GENERAL] Food that has a lot of value.
bt_remaining_candidates.csv,[GENERAL] This soil of the river is fertile
bt_remaining_candidates.csv,[GENERAL] The soil that grows crops.
bt_remaining_candidates.csv,[GENERAL] the farmer sows seed
bt_remaining_candidates.csv,[GENERAL] the fertile soil is fertile and tall
bt_remaining_candidates.csv,[MEDICAL] The head of the family was healed.
bt_remaining_candidates.csv,[MEDICAL] his wife sang with him from the heart.
bt_remaining_candidates.csv,[GENERAL] Put the school food in the kitchen.
bt_remaining_candidates.csv,[GENERAL] The grass is good for food.
bt_remaining_candidates.csv,[GENERAL] The whole school is a teacher.
bt_remaining_candidates.csv,[MEDICAL] The government should kill people.
bt_remaining_candidates.csv,[GENERAL] The wild animal that eats
bt_remaining_candidates.csv,[GENERAL] The feed of cows has disappeared.
bt_remaining_candidates.csv,[GENERAL] Vaccination is a disease.
bt_remaining_candidates.csv,[GENERAL] The songs in the church are talking.
bt_remaining_candidates.csv,[GENERAL] he first read his essay before submitting it
bt_remaining_candidates.csv,[GENERal] The soil is eaten by food
bt_remaining_candidates.csv,[MEDICAL] The lady of the house is pregnant.
bt_remaining_candidates.csv,[GENERAL] Food that spoils crops.
bt_remaining_candidates.csv,[MEDICAL] Take care of yourself.
bt_remaining_candidates.csv,[GENERAL] the teacher narrated to us a story that was very scary
bt_remaining_candidates.csv,[GENERal] plants make us happy and help us
bt_remaining_candidates.csv,[GENERAL] Painting is done by digging.
bt_remaining_candidates.csv,[MEDICAL] He has healed every kind of sickness.
bt_remaining_candidates.csv,[GENERAL] the teacher asked the teacher for an illustration
bt_remaining_candidates.csv,[GENERAL] The patient has a very low temperature.
bt_remaining_candidates.csv,[GENERAL] when he was a teacher of art
bt_remaining_candidates.csv,[GENERAL] A fertile plant is eaten as food.
bt_remaining_candidates.csv,[GENERAL] Sweet potatoes are food for the soil.
bt_remaining_candidates.csv,[GENerAL] The evil spirit has not healed you.
bt_remaining_candidates.csv,[MEDICAL] Please clean the floor before we sit on the floor.
bt_remaining_candidates.csv,[MEDICAL] His mother will come to visit him.
bt_remaining_candidates.csv,[GENERAL] I have been studying Art History.
bt_remaining_candidates.csv,[GENERal] I am going to dig every Monday.
bt_remaining_candidates.csv,[MEDICAL] We are going to work on the Sabbath.
bt_remaining_candidates.csv,[GENERAL] The Law is like a shadow.
bt_remaining_candidates.csv,[GENERAL] mother was taken to the hospital for treatment
